S0:
     0  1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 
57:  0  8  0  4  4  2  8 10  2  4 12  2  4  0  2  2 
58: 16  2  0  0  8  6  0  4 10  2  2  0  8  0  4  2 
59:  2  6  2  2  4  4  4  4  6  6  4  0  8  8  2  2 
60:  4  6  4  0  2  4  2  6  6  0  2  2 16  2  4  4 
61:  4  4  2  0 10  8  0  0  4  6  8  0  6  6  2  4 
62:  2  2  2 12  0  0  8  6  4  2  6 10  2  0  4  4 
63:  0  6  4  8  4  4  2  4  2  0  8  8  2  2  2  8 

S6:
     0  1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 
 0: 64  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0 
 1:  8  2  6  4 10  2  4  4  8  0  8  0  6  0  2  0 
 2:  0  0  0  0  0 14  6  4  0  4  0  4  6  8  8 10 
 3:  0  4  4  0  0  4  4  8  0  8  6  2  6  6  4  8 
 4:  0  0  0  4  0  4  8  8  0  8  8  8  2  6  2  6 
 5:  4  4  4  8  0  0  6  6  6  4  4  6  0 10  0  2 
 6:  0  2 10  2  8  2  2  2  8  4  6  4  8  0  2  4 
 7:  4  2  4  0  4  4 14  4  4  2  6  2  2  6  2  4 
 8:  0  0  0  4  0  0 10  2  0  6 14  4  6 12  2  4 
 9:  2  6  0  4  4  4  4  4  2  2  6  2  6  6 12  0 
10:  0 12  2  4 12  2  4  0  8  4  4  2  2  0  0  8 
11: 10 10  2  4  6  6  0  2  4  0  2  4  6  2  2  4 
12:  0  0  0  8  0  4  8  8  0  4  4  4  6 10  6  2 
13:  2  6  2  0  8  2  0  8  0  4  2  8  4  6  6  6 
14:  0 10  8 10  0  2  6  4  8  2  4  2  2  0  4  2 
15:  2  2  6  4  4  2  0  8  4  8  6  8  6  0  4  0 
16:  0  0  0  6  0  4  6  8  0  4  4 10  8  4  6  4 
17:  6  2  0  2  2  2  0  6  6  6  0  6  6  2  4 14 
18:  0  0  8  6  0 10  0  8  6  6  2  8  0  2  8  0 
19:  6  8  4 10  0 10  4  2  4  2  6  0  2  0  2  4 
20:  0 10  6  2  4  8  0  6  4  6  2  2  8  4  0  2 
21:  6  8  0  0  8  8  0  2  6  2  2  4  2  8  4  4 
22:  0  4 12  4  4  2  2  4  6  4  2  0  4  4 10  2 
23:  2  2  2  8  4  6  4  0 10  0  8  4  4  4  2  4 
24:  0 16  6  4  4  0  6  0  0  0  8  2  6  2  2  8 
25:  2  2 12  6  4  4  4  2  0  6  6  6  0  6  4  0 
26:  0  0  4  8 12  2  0  6  6  4  0  2  0  4  6 10 
27:  2  2  0  6  2  4  8  0  4  4  2  8  4  6  6  6 
28:  0  6  4  0  8  4  6  4  8  4  4  6  4  2  2  2 
29:  2  2 16  4  4  2  6  4  0  8  0  4  4  2  4  2 
30:  0  4  4  2 12  6  0  0 10  4  2  6  2  6  6  0 
31:  6  2  2  4  4  4  6  4  6  8  0  0  6  0  6  6 
32:  4  0  0 14  4  6  0  0  0  8  0  6  2  4  2 14 
33:  0  8  0  0  2  8  4 10  2 12  0  6  2  2  2  6 
34:  8  6  4  0  4  8  4  2  4  2  6  2  6  2  4  2 
35:  8  4  8  2 10  6  4  2  2  6  6  0  2  2  0  2 
36:  0  0  4  6 10  2  6  0  8  0  4  2  4  0  8 10 
37:  2  0  2  4  6  0  4  2  8  2  2  4  6  4 10  8 
38:  4  8  4  8  2  0  6  8  4  4  2  6  0  2  2  4 
39:  2  4  6 10  2  2  4  2  4 12  2  0  2  8  2  2 
40: 10  6  0  8  6  8  2  0  6  8  2  0  0  4  2  2 
41:  6  8  6  8  4  6  0  2  6  2  2  6  2  2  2  2 
42:  2  4  0  0  4  4  4 10  8  4  2  4  6  4  6  2 
43:  2  2  2  2  6  0  4  2  2  2  4  4  4  6  8 14 
44:  0  0 10 10  2  6  4  0  4  8  4  0  4  4  8  0 
45:  4  4 12  2  2  4  4  4  8  0  2  4  2  4  6  2 
46:  0  4  6  2  0  6  2  4  2  2  4  8 10  4  8  2 
47:  4  2  0  0  8  6  4  8  4  4  6  8  0  0  6  4 
48:  6  4  6  0  4  2  4  6  2  8  8  2  2  0  4  6 
49:  6  2  4  6  4  0  2  4  4  2 12  4  4  2  4  4 
50:  2  2  4  2  6  0 10  6  4  4  6  4  6  4  2  2 
51:  4  2  2  4  0  8  2  2  0  2  6  4 14  2  8  4 
52:  2  8  8  6  4  2  2  4 10  2  4  0  6  2  0  4 
53:  8  4  6  6  6  0  2  8  6  0  2  4  2  2  4  4 
54:  2  8  2  0  2  4  4  2  4  4  2  2  6 18  2  2 
55:  2  4  0  0  2  8  6  6  6  4  6  6  4  2  2  6 
56:  4  0  0  2  4  4  6  4  0  2  8  4  6  4  8  8 
57:  2  4  2  6  6  2  8  6  6  4  6  2  0  8  2  0 
58: 12  6  2  2  4  0  6  4  0  0  8 14  0  2  0  4 
59:  4  6  4  4  4  6  8  4  6  2  4  2  4  0  2  4 
60:  2  2  8  2  6 10  0  6  2  8  2  2  4  6  4  0 
61:  4  6  4  0  2  4  4  0  0  6  2  2  6 16  6  2 
62:  6  6  6  2  2  2  4  8  6  0  2  8  2  4  4  2 
63:  6  4  6 10  0  4  4  2  0  4  2  8 10  4  0  0 

S7:
     0  1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 
 0: 64  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0 
 1:  0  4  2  8  2  2  8  2  0  8  2  8 10  2  0  6 
 2:  0  0  0  4  0 12  2  2  0  6  2  4 12 10  4  6 
 3:  6  6  2  2  4  4  4  4  2  2  8  4  8  0  6  2 
 4:  0  0  0  6  0  2  2 10  0  8 10  8  4  6  8  0 
 5:  2  4  2  2  2  8 12  0  6  0 10  2  4  2  6  2 
 6:  0  2 10  2  6  2 10  8  0  4  4  2  4  2  6  2 
 7:  6  4  2  4  0  6  4  2  4  6  2  8  0  6  2  8 
 8:  0  0  0  8  0  6  0 10  0  6  4  6  6  2  2 14 
 9:  6  0  4 16  4  4  6  0  8  2  2  2  6  2  0  2 
10:  0  0 18  2  6  4  2  0  2  6  6  6  6  0  0  6 
11:  4  2  0  6  4  0  8  4  4  6  2  0  2  6  8  8 
12:  0  0  0  2  0  8 10  4  0  6  2  6  8  6 12  0 
13:  4  0  4  2  6  8  0  4  2 10  4  2  2  8  2  6 
14:  0  6  8  4  0 10  2  2 10  8  0  4  4  2  4  0 
15:  8  8  4  4  6  4  2  4  2  2  6  2  4  2  4  2 
16:  0  0  0  4  0  0  8  8  0  2  8 10  2  8  6  8 
17:  6  2  8  0  6  4  4  6  6  4  2  4  4  4  4  0 
18:  0  2  4 10  8  2 10  4  4  2  6  4  2  4  2  0 
19:  2 10  6  2  4  0  0 12  2  2  0  8  6  2  0  8 
20:  0 10  4  2 12  2  4  6  4  0  4  0  4  8  4  0 
21:  4  8  2  6  2  8  0  6  4  0  0  4  2  8  6  4 
22:  0 14  2  4  6  0  0  2  8 10  6  4  0  6  2  0 
23:  2  2 12  0  4  4  4  0  8  2  4  6  6  8  0  2 
24:  0 10  2  2  8  0  6  0 14  6  6  0  2  0  2  6 
25:  4  2  0  6  0  6  0  2  6 10  4  8  2  6  4  4 
26:  0  4  4  2 10  8  0  4  4  0  0  2  6  4  0 16 
27:  4  2  2  4 12  4  6  2  4  2  4  2  6  2  6  2 
28:  0 12  6  8  4  6  2  2  6  0  2  6  2  6  2  0 
29:  6  0 10  0  6  0  6  8  4  2  4  2  2  0 10  4 
30:  0  4  6  4  4  2  6  2 12  0  4  2  2  0 10  6 
31:  0 10  4  2  2  2  0  8  2  6 10  2  0  6  6  4 
32:  6  0  0 10  4  6  2  4  0  6  8  2  4  2  4  6 
33:  2  6  2  2  4 16  4  0  4  6  2  0 12  2  2  0 
34:  6  2  6  0  4  8  6  0  0 12  4  2  4  0  6  4 
35:  4  0  2  2  0 10  2  0  6  6  0  4  6 12  4  6 
36: 10  0  4 10  6  0  2  4  6  2  2  2  4  4  2  6 
37:  4  4  8  6  0  0  2  0  2  6  8 10  8  0  0  6 
38:  0  2  4 12  2  8  4  4  4  4  0  2  6  6  4  2 
39:  2  2  6  4  2  4 10 10  4  2  2  2  0  0  2 12 
40:  4  2  2  0  4  6 12  6  2  4  6  4  4  2  2  4 
41:  4  4  0  2  2  4 10 10  0  6  8  0  4  0  4  6 
42:  2  6  4  2  0  8  4  2  4  4 10  8  0  4  4  2 
43:  2  4  4  8  2  0  4  4  6  4 10  2  6  0  6  2 
44:  6 10  2  2  0  0  0  4  6  4  2  4 10  4  2  8 
45:  4  0  4  8  6  4  2  4  2  2  6  6  6  4  2  4 
46:  6  2  6  0  4  4  6  4  2  4  4  4  8  2  4  4 
47: 14  8  2  4  4  6  2  0  4  4  0  4  2  2  8  0 
48:  0  4  6  4  6  4  0  4  4  6  6  2  6  6  4  2 
49:  0  4  2  6  2  2  8  8  0  0  0  4  0  4 16  8 
50:  2  2  6  4  6  4  4  4  6  6  2  4  0  2 10  2 
51:  6  4 18  4  0  2  2  0 10  2  2 10  0  0  2  2 
52:  6  4  6  2  6  4  4  4  6  6  2  4  0  4  2  4 
53:  6  6  4  0 14  2  4  4  0  2  2  4  4  6  2  4 
54:  6  2  0  2  6  2  2  4 10  2  4  2  0  8 12  2 
55:  0 10  2  0  6  4  4  2 10  4  0  6  6  4  0  6 
56:  0  6  4  4  4  4  8  2  2  2  2  4 10  8  2  2 
57:  8  6  2  0  4  0  2  2  4  8 12  0  2  8  2  4 
58:  8 14  0  4  4  0  4  2  6  0  2  6  0  4  4  6 
59:  2  4  6  8  6 10  0  8  2  4  6  0  2  6  0  0 
60:  0  6  8  4  2  0  4  8  2  2  8  6  6  2  2  4 
61:  4  2  2  8  8  0  0  8  8  6  6  4  0  8  0  0 
62:  2  2  6  4  6  6  2  8  4  0  2  8  2  6  0  6 
63:  2  0  0  2  4  0  8  4  2  2  0  8  6  8 14  4 
