0, 0, 0, 0, 0, 0, 0, 0, 1
1, 9, 2, 0, 0, 0, 0, 0, 0.00170898
1, 9, 4, 0, 0, 0, 0, 0, 0.00256348
1, 9, 6, 0, 0, 0, 0, 0, 0.00427246
1, 11, 2, 0, 0, 0, 0, 0, 0.00170898
1, 11, 4, 0, 0, 0, 0, 0, 0.00256348
1, 11, 6, 0, 0, 0, 0, 0, 0.00427246
1, 13, 2, 0, 0, 0, 0, 0, 0.000854492
1, 13, 4, 0, 0, 0, 0, 0, 0.00128174
1, 13, 6, 0, 0, 0, 0, 0, 0.00213623
1, 15, 2, 0, 0, 0, 0, 0, 0.000854492
1, 15, 4, 0, 0, 0, 0, 0, 0.00128174
1, 15, 6, 0, 0, 0, 0, 0, 0.00213623
3, 9, 2, 0, 0, 0, 0, 0, 0.000244141
3, 9, 4, 0, 0, 0, 0, 0, 0.000366211
3, 9, 6, 0, 0, 0, 0, 0, 0.000610352
3, 11, 2, 0, 0, 0, 0, 0, 0.000244141
3, 11, 4, 0, 0, 0, 0, 0, 0.000366211
3, 11, 6, 0, 0, 0, 0, 0, 0.000610352
3, 13, 2, 0, 0, 0, 0, 0, 0.00012207
3, 13, 4, 0, 0, 0, 0, 0, 0.000183105
3, 13, 6, 0, 0, 0, 0, 0, 0.000305176
3, 15, 2, 0, 0, 0, 0, 0, 0.00012207
3, 15, 4, 0, 0, 0, 0, 0, 0.000183105
3, 15, 6, 0, 0, 0, 0, 0, 0.000305176
5, 9, 2, 0, 0, 0, 0, 0, 0.000244141
5, 9, 4, 0, 0, 0, 0, 0, 0.000366211
5, 9, 6, 0, 0, 0, 0, 0, 0.000610352
5, 11, 2, 0, 0, 0, 0, 0, 0.000244141
5, 11, 4, 0, 0, 0, 0, 0, 0.000366211
5, 11, 6, 0, 0, 0, 0, 0, 0.000610352
5, 13, 2, 0, 0, 0, 0, 0, 0.00012207
5, 13, 4, 0, 0, 0, 0, 0, 0.000183105
5, 13, 6, 0, 0, 0, 0, 0, 0.000305176
5, 15, 2, 0, 0, 0, 0, 0, 0.00012207
5, 15, 4, 0, 0, 0, 0, 0, 0.000183105
5, 15, 6, 0, 0, 0, 0, 0, 0.000305176
7, 9, 2, 0, 0, 0, 0, 0, 0.000244141
7, 9, 4, 0, 0, 0, 0, 0, 0.000366211
7, 9, 6, 0, 0, 0, 0, 0, 0.000610352
7, 11, 2, 0, 0, 0, 0, 0, 0.000244141
7, 11, 4, 0, 0, 0, 0, 0, 0.000366211
7, 11, 6, 0, 0, 0, 0, 0, 0.000610352
7, 13, 2, 0, 0, 0, 0, 0, 0.00012207
7, 13, 4, 0, 0, 0, 0, 0, 0.000183105
7, 13, 6, 0, 0, 0, 0, 0, 0.000305176
7, 15, 2, 0, 0, 0, 0, 0, 0.00012207
7, 15, 4, 0, 0, 0, 0, 0, 0.000183105
7, 15, 6, 0, 0, 0, 0, 0, 0.000305176
0, 0, 0, 0, 0, 0, 0, 0, 1
0, 1, 9, 4, 0, 0, 0, 0, 0.000488281
0, 1, 9, 6, 0, 0, 0, 0, 0.000244141
0, 1, 11, 4, 0, 0, 0, 0, 0.000976562
0, 1, 11, 6, 0, 0, 0, 0, 0.000488281
0, 1, 13, 4, 0, 0, 0, 0, 0.00146484
0, 1, 13, 6, 0, 0, 0, 0, 0.000732422
0, 1, 15, 4, 0, 0, 0, 0, 0.00195312
0, 1, 15, 6, 0, 0, 0, 0, 0.000976562
0, 3, 9, 4, 0, 0, 0, 0, 0.000488281
0, 3, 9, 6, 0, 0, 0, 0, 0.000244141
0, 3, 11, 4, 0, 0, 0, 0, 0.000976562
0, 3, 11, 6, 0, 0, 0, 0, 0.000488281
0, 3, 13, 4, 0, 0, 0, 0, 0.00146484
0, 3, 13, 6, 0, 0, 0, 0, 0.000732422
0, 3, 15, 4, 0, 0, 0, 0, 0.00195312
0, 3, 15, 6, 0, 0, 0, 0, 0.000976562
0, 5, 9, 4, 0, 0, 0, 0, 0.000732422
0, 5, 9, 6, 0, 0, 0, 0, 0.000366211
0, 5, 11, 4, 0, 0, 0, 0, 0.00146484
0, 5, 11, 6, 0, 0, 0, 0, 0.000732422
0, 5, 13, 4, 0, 0, 0, 0, 0.00219727
0, 5, 13, 6, 0, 0, 0, 0, 0.00109863
0, 5, 15, 4, 0, 0, 0, 0, 0.00292969
0, 5, 15, 6, 0, 0, 0, 0, 0.00146484
0, 0, 0, 0, 0, 0, 0, 0, 1
0, 0, 1, 9, 2, 0, 0, 0, 0.00292969
0, 0, 1, 9, 4, 0, 0, 0, 0.000976562
0, 0, 1, 9, 6, 0, 0, 0, 0.00390625
0, 0, 3, 9, 2, 0, 0, 0, 0.000732422
0, 0, 3, 9, 4, 0, 0, 0, 0.000244141
0, 0, 3, 9, 6, 0, 0, 0, 0.000976562
0, 0, 5, 9, 2, 0, 0, 0, 0.000732422
0, 0, 5, 9, 4, 0, 0, 0, 0.000244141
0, 0, 5, 9, 6, 0, 0, 0, 0.000976562
0, 0, 7, 9, 2, 0, 0, 0, 0.00146484
0, 0, 7, 9, 4, 0, 0, 0, 0.000488281
0, 0, 7, 9, 6, 0, 0, 0, 0.00195312
0, 0, 0, 0, 0, 0, 0, 0, 1
0, 0, 0, 1, 9, 2, 0, 0, 0.0012207
0, 0, 0, 1, 9, 4, 0, 0, 0.000732422
0, 0, 0, 1, 9, 6, 0, 0, 0.000488281
0, 0, 0, 1, 11, 2, 0, 0, 0.0012207
0, 0, 0, 1, 11, 4, 0, 0, 0.000732422
0, 0, 0, 1, 11, 6, 0, 0, 0.000488281
0, 0, 0, 1, 15, 2, 0, 0, 0.0012207
0, 0, 0, 1, 15, 4, 0, 0, 0.000732422
0, 0, 0, 1, 15, 6, 0, 0, 0.000488281
0, 0, 0, 3, 9, 2, 0, 0, 0.000610352
0, 0, 0, 3, 9, 4, 0, 0, 0.000366211
0, 0, 0, 3, 9, 6, 0, 0, 0.000244141
0, 0, 0, 3, 11, 2, 0, 0, 0.000610352
0, 0, 0, 3, 11, 4, 0, 0, 0.000366211
0, 0, 0, 3, 11, 6, 0, 0, 0.000244141
0, 0, 0, 3, 15, 2, 0, 0, 0.000610352
0, 0, 0, 3, 15, 4, 0, 0, 0.000366211
0, 0, 0, 3, 15, 6, 0, 0, 0.000244141
0, 0, 0, 0, 0, 0, 0, 0, 1
0, 0, 0, 0, 1, 9, 2, 0, 0.000488281
0, 0, 0, 0, 1, 9, 4, 0, 0.00170898
0, 0, 0, 0, 1, 9, 6, 0, 0.000244141
